ID,Grade,Source,Body,Question,Solution-Type,Answer,Formula
nluds-1649,6,http://www.commoncoresheets.com,"The ratio of red cars to blue cars in a parking lot was 5:3. If there were 40 red cars,",how many blue cars were there?,Ratio,24 (blue cars),5:3=40:24
nluds-1650,6,http://www.commoncoresheets.com,"For homework, a student had to complete 15 problems total. If she finished 6 problems in class,",what is the ratio of problems she still needs to complete to problems that she's already finished?,Ratio,3:2,15-6=9; 9:6=3:2
nluds-1651,6,http://www.commoncoresheets.com,"During Christmas a book store sold 72 books. If the ratio of books to bookmarks sold was 9:2,",how many bookmarks did the store sell?,Ratio,16 (bookmarks),9:2=72:16
nluds-1652,6,http://www.commoncoresheets.com,"Adam had 91 dollars. If he spent 21 dollars on new books,",what is the ratio of money he still has to money he's spent?,Ratio,10:3,91-21=70; 70:21=10:3
nluds-1653,6,http://www.commoncoresheets.com,"During a class election the ratio of students who voted for candidate A compared to candidate B was 2:1. If candidate A received 14 votes,",what is the combined amount of votes candidate A and candidate B received?,Ratio,21 (votes),2:3=14:21
nluds-1654,6,http://www.commoncoresheets.com,"For an art show, an artist painted 153 pictures. During the show he sold 72 of his pictures.",What is the ratio of pictures he still has to pictures he sold?,Ratio,9:8,153-72=81; 81:72=9:8
nluds-1655,6,http://www.commoncoresheets.com,"While completing a race, Ned spent 63 minutes walking. If his ratio of time walking to jogging was 9:1,",how many minutes did he spend completing the race?,Ratio,70 (minutes),9:10=63:70
nluds-1656,6,http://www.commoncoresheets.com,Dave spent 21 minutes completing a race. He walked 9 minutes and jogged the rest.,What is the ratio of time he jogged to time he walked?,Ratio,4:3,21-9=12; 12:9=4:3
nluds-1657,6,http://www.commoncoresheets.com,"At summer camp the ratio of boys to girls was 10:1. If there were 30 boys,",how many girls were there?,Ratio,3 (girls),10:1=30:3
nluds-1658,6,http://www.commoncoresheets.com,"A small school has 42 boys. If the ratio of boys to girls is 7:1,",how many students are there total?,Ratio,48 (students),7:8=42:48
nluds-1659,6,http://www.commoncoresheets.com,"A chess player played 44 games total. If he won 16 of the games,",what is the ratio of games he lost to games he won?,Ratio,7:4,44-16=28; 28:16=7:4
nluds-1660,6,http://www.commoncoresheets.com,"In one day a movie store rented out 15 comedies. If the ratio of comedies rented to action movies rented was 3:1,",how many action movies were rented?,Ratio,5 (action movies),3:1=15:5
nluds-1661,6,http://www.commoncoresheets.com,"The ratio of white chocolate to dark chocolate sold at a candy shop was 4:3. If there were 20 bars of white chocolate sold,",how many bars of dark chocolate were sold?,Ratio,15 (bars of dark chocolate),4:3=20:15
nluds-1662,6,http://www.commoncoresheets.com,"Kaleb deleted 20 songs from his MP3 player. If the ratio of songs he deleted to songs he kept was 10:3,",how many songs did he originally have on his MP3 player?,Ratio,26 (songs),10:13=20:26
nluds-1663,6,http://www.commoncoresheets.com,"Victor was playing checkers with a friend. The ratio of games Victor won was 9:5. If Victor won 36 games,",how many games did his friend win?,Ratio,20 (games),9:5=36:20
nluds-1664,6,http://www.commoncoresheets.com,"At a pet store the ratio of cats to dogs sold was 2:1. If there were 16 cats that were sold,",how many dogs were sold?,Ratio,8 (dogs),2:1=16:8
nluds-1665,6,http://www.commoncoresheets.com,"A video game had 35 levels in it. If you beat 5 of the levels,",what is the ratio of levels left to the levels that have been beaten?,Ratio,6:1,35-5=30; 30:5=6:1
nluds-1666,6,http://www.commoncoresheets.com,"A small school has 55 students. If 10 of the students are boys,",what is the ratio of girls to boys?,Ratio,9:2,55-10=45; 45:10=9:2
nluds-1667,6,http://www.commoncoresheets.com,"A buffet offers ranch or caesar dressing. The ratio of ranch dressing used to caesar dressing used is 7:1. If the buffet uses 28 cases of ranch dressing,",how many cases of caesar do they use?,Ratio,4 (cases of caesar),7:1=28:4
nluds-1668,6,http://www.commoncoresheets.com,"A video uploaded had 18 'up votes'. If the ratio of 'up votes' to 'down votes' was 9:2,",how many 'down votes' did the video get?,Ratio,4 (down votes),9:2=18:4
nluds-1669,6,http://www.commoncoresheets.com,"A student finished 45 of her homework problems in class. If the ratio of problems she finished to problems she still had left was 9:4,",how many homework problems did she have total?,Ratio,65 (homework problems),9:13=45:65
nluds-1670,6,http://www.commoncoresheets.com,"A fast food restaurant sells two sizes of fries, small and large. On Friday they sold 24 fries total. If 4 of the fries sold were small,",what is the ratio of large fries sold to small fries sold?,Ratio,5:1,24-4=20; 20:4=5:1
nluds-1671,6,http://www.commoncoresheets.com,"During a race Gwen jogged for 15 minutes. If the ratio of time she jogged to time she walked was 5:3,",how many minutes did Gwen walk?,Ratio,9 (minutes),5:3=15:9
nluds-1672,6,http://www.commoncoresheets.com,"Edward had beaten 24 levels in a video game. If the ratio of levels he had beaten to not beaten was 3:1,",how many levels does the game have total?,Ratio,32 (levels),3:4=24:32
nluds-1673,6,http://www.commoncoresheets.com,"At a bake sale there were 42 raisin cookies sold. If the ratio of raisin cookies sold to oatmeal cookies sold was 6:1,",what is the combined amount of raisin and oatmeal cookies sold?,Ratio,49 (cookies),6:7=42:49
nluds-1674,6,http://www.commoncoresheets.com,"A parking lot has 117 spaces total. If 36 of the spaces have cars in them,",what is the ratio of empty spaces to filled spaces?,Ratio,9:4,117-36=81; 81:36=9:4
nluds-1675,6,http://www.commoncoresheets.com,"A parking lot has 35 empty space. If the ratio of empty spaces to taken spaces is 5:4,",how many spaces are there total?,Ratio,63 (spaces),5:9=35:63
nluds-1676,6,http://www.commoncoresheets.com,"At a farm the ratio of cows to horses was 7:2. If there were 21 cows at the farm,",how many horses were there?,Ratio,6 (horses),7:2=21:6
nluds-1677,6,http://www.commoncoresheets.com,"Kaleb was playing 'Connect Four' with a friend. The ratio of games he won to games he lost was 3:2, if he won 18 games,",how many games did they play total?,Ratio,30 (games),3:5=18:30
nluds-1678,6,http://www.commoncoresheets.com,"A produce store sold 32 red apples. If the ratio of red apples to green apples sold was 8:3,",what is the combined amount of red and green apples sold?,Ratio,44 (apples),8:11=32:44
nluds-1679,6,http://www.commoncoresheets.com,"During a period of 112 minutes, a music station played 40 minutes of commercials.",What is the ratio of music they played to commercials they played?,Ratio,9:5,112-40=72; 72:40=9:5
nluds-1680,6,http://www.commoncoresheets.com,"At a bake sale there were 104 items sold total. If 48 of the items sold were cookies and the rest were brownies,",what is the ratio of brownies sold to cookies sold?,Ratio,7:6,104-48=56; 56:48=7:6
nluds-1681,6,http://www.commoncoresheets.com,"The ratio of shoes sold to sandals sold was 9:5. If there were 72 shoes sold,",how many sandals were sold?,Ratio,40 (sandals),9:5=72:40
nluds-1682,6,http://www.commoncoresheets.com,"A recipe called for the ratio of sugar to flour to be 10:1. If you used 50 ounce of sugar,",how many ounces of flour would you need to use?,Ratio,5 (ounces of flour),10:1=50:5
nluds-1683,6,http://www.commoncoresheets.com,"At a restaurant the ratio of kids meals sold to adult meals sold was 2:1. If there were 8 kids meals sold,",what is the combined amount of kids and adult meals sold?,Ratio,12 (meals),2:3=8:12
nluds-1684,6,http://www.commoncoresheets.com,"At a restaurant the ratio of kids meals sold to adult meals sold was 10:7. If there were 70 kids meals sold,",how many adult meals were sold?,Ratio,49 (adult meals),10:7=70:49
nluds-1685,6,http://www.commoncoresheets.com,"At the carnival, the ratio of people who won the ring toss game to lost it was 4:1. If 28 people won,",how many people would have lost?,Ratio,7 (people),4:1=28:7
nluds-1686,6,http://www.commoncoresheets.com,"A chess player won 48 of the games he played. If his ratio of wins to loses was 8:7,",how many games did he play total?,Ratio,90 (games),8:15=48:90
nluds-1687,6,http://www.commoncoresheets.com,"A pet store sold 12 siamese cats. If the ratio of siamese cats to house cats sold was 2:1,",what is the combined amount of cats sold?,Ratio,18 (cats),2:3=12:18
nluds-1688,6,http://www.commoncoresheets.com,"A produce store offers red and green apples. In one morning they sold 77 apples total. If 7 of the apples they sold were red,",what is the ratio of green apples sold to red apples sold?,Ratio,10:1,77-7=70; 70:7=10:1
nluds-1689,6,http://www.commoncoresheets.com,"A cafeteria offered two types of milk, regular or chocolate. If they sold 24 cartons total and 3 of them were regular flavor,",what is the ratio of chocolate milk sold to regular milk sold?,Ratio,7:1,24-3=21; 21:3=7:1
nluds-1690,6,http://www.commoncoresheets.com,"A restaurant offers diet soda and regular soda. In one day they sold 64 sodas. If 28 of the sodas they sold were diet,",what is the ratio of regular sodas sold to diet sodas sold?,Ratio,9:7,64-28=36; 36:28=9:7
nluds-1691,6,http://www.commoncoresheets.com,"A cafeteria sold 49 cartons of regular flavored milk. If the ratio of regular milk sold to chocolate milk sold was 7:2,",what is the combined amount of chocolate and regular milk sold?,Addition,63 (cartons of milk),7:2=49:14; 49+14=63
nluds-1692,6,http://www.commoncoresheets.com,"Tom had 54 songs on his MP3 player. If he deleted 9 songs,",what is the ratio of songs he kept to songs he deleted?,Ratio,5:1,54-9=45; 45:9=5:1
nluds-1693,6,http://www.commoncoresheets.com,"At an ice cream shop the ratio of sugar cones sold to waffle cones sold is 5:4. If there are 45 sugar cones sold,",how many waffles cones would be sold?,Ratio,36 (waffles cones),5:4=45:36
nluds-1694,6,http://www.commoncoresheets.com,"A video game store was getting rid of old games, selling them 3 for $34.26. If they sold 2 games,",how much money would they have made?,Multiplication,22.84 (dollars),(34.26/3)*2=22.84
nluds-1695,6,http://www.commoncoresheets.com,A book store was selling 2 books for $15.86. Online the you could buy 7 books for $55.93.,Which place has a lower unit price?,Comparison,Book store,15.86/2=7.93(Book store) < 55.93/7=7.99(Online)
nluds-1696,6,http://www.commoncoresheets.com,"At the baseball stadium the price for popcorn is $14.70 for 5 bags. If you wanted to buy 4 bags of popcorn,",how much would it cost?,Multiplication,11.76 (dollars),(14.70/5)*4=11.76
nluds-1697,6,http://www.commoncoresheets.com,At a candy store you could get 2 giant lollipops for $2.40.,How much would it cost to buy 6 lollipops?,Multiplication,7.2 (dollars),(2.40/2)*6=7.2
nluds-1698,6,http://www.commoncoresheets.com,"An ice company charged $1.46 for 2 bags of ice. If a convenience store bought 4 bags of ice,",how much would it have cost them?,Multiplication,2.92 (dollars),(1.46/2)*4=2.92
nluds-1699,6,http://www.commoncoresheets.com,At a restaurant 6 hotdogs cost $8.28 and 7 hamburgers cost $9.24.,Which food has the lower unit price?,Comparison,Hamburger,8.28/6=1.38(Hotdog) > 9.24/7=1.32(Hamburger)
nluds-1700,6,http://www.commoncoresheets.com,On Monday the price for bottled water was 5 bottles for $13.30. On Saturday the price was 4 bottles for $10.24.,Which day had the higher unit price?,Comparison,Monday,13.30/5=2.66(Monday) > 10.24/4=2.56(Saturday)
nluds-1701,6,http://www.commoncoresheets.com,A store had 3 blue chairs for $35.07 or 5 red chairs for $58.15.,Which color chair has a lower unit price?,Comparison,Red,35.07/3=11.69(Blue) > 58.15/5=11.63(Red)
nluds-1702,6,http://www.commoncoresheets.com,In September a clothing store had a sale where you could get 2 scarves for $10.70. In October the price was changed to 7 scarves for $37.52.,On which month did a scarf cost the most?,Comparison,October,10.70/2=5.35(September) < 37.52/7=5.36(October)
nluds-1703,6,http://www.commoncoresheets.com,At the toy store you could get 2 board games for $13.40. Online the price for 7 board games is $47.67.,Which place has the highest price for a board game?,Comparison,Online,13.40/2=6.7(Toy store) < 47.67/7=6.81(Online)
nluds-1704,6,http://www.commoncoresheets.com,A store had 3 packs of paper for $3.87.,How much would it cost if you were to buy 6 packs?,Multiplication,7.74 (dollars),(3.87/3)*6=7.74
nluds-1705,6,http://www.commoncoresheets.com,"The book fair had a sale where 3 books were $18.72. If you wanted to buy 6 books,",how much money would you need?,Multiplication,37.44 (dollars),(18.72/3)*6=37.44
nluds-1706,6,http://www.commoncoresheets.com,At the market you can buy 2 bags of apples for $10.40. At the orchard you can get 3 bags of apples for $15.72.,Which is the better deal?,Comparison,Market,10.40/2=5.2(Market) < 15.72/3=5.24(Orchard)
nluds-1707,6,http://www.commoncoresheets.com,"A pet store was selling mice 2 for $5.34. If they ended up selling 7 mice,",how much money would they have earned?,Multiplication,18.69 (dollars),(5.34/2)*7=18.69
nluds-1708,6,http://www.commoncoresheets.com,A fast food restaurant had 3 boxes of chicken nuggets for $19.53. A competing restaurant had 2 boxes of chicken fingers for $13.12.,Which food has a higher unit price?,Comparison,Chicken finger,19.53/3=6.51(Chicken nugget) < 13.12/2=6.56(Chicken finger)
nluds-1709,6,http://www.commoncoresheets.com,At a comic book convention vendor 1 was selling a set of 3 comics for $31.77. Vendor 2 was selling a set of 2 comics for $21.32.,Which vendor has the higher unit price?,Comparison,Vendor 2,31.77/3=10.59(Vendor 1) < 21.32/2=10.66(Vendor 2)
nluds-1710,6,http://www.commoncoresheets.com,At the store Brand A potato chips were $10.40 for 4 bags. Brand B potato chips were $17.78 for 7 bags.,Which brand has the cheaper price?,Comparison,Brand B,10.40/4=2.6(Brand A) > 17.78/7=2.54(Brand B)
nluds-1711,6,http://www.commoncoresheets.com,"At a farming supply store 2 pounds of seed cost $44.68. If a farmer needed 6 pounds of seeds,",how much would it cost him?,Multiplication,134.04 (dollars),(44.68/2)*6=134.04
nluds-1712,6,http://www.commoncoresheets.com,"A shoe store was having a back to school sale where you could buy 2 pairs of shoes for $23.10. If a large family decided to buy 7 pairs of shoes,",how much would it cost them?,Multiplication,80.85 (dollars),(23.10/2)*7=80.85
nluds-1713,6,http://www.commoncoresheets.com,"At the store beef jerky was $34.23 for 3 pounds. If you bought 7 pounds,",how much would it cost?,Multiplication,79.87 (dollars),(34.23/3)*7=79.87
nluds-1714,6,http://www.commoncoresheets.com,A supermarket had bags of red grapes for $13.00 for 5. The also had bags of green grapes priced at $5.08 for 2.,Which type of grape is most expensive?,Comparison,Red,13.00/5=2.6(Red) > 5.08/2=2.54(Green)
nluds-1715,6,http://www.commoncoresheets.com,At the produce store you can buy 2 bags of bananas for $12.46.,How much would it cost if you were to buy 6 bags?,Multiplication,37.38 (dollars),(12.46/2)*6=37.38
nluds-1716,2,http://www.commoncoresheets.com,"If you have 1 ten dollar bill, 1 quarter and 1 nickel,",how much money do you have?,UnitTrans,10.3 (dollars),(1*10 (dollar) *100 (cent/dollar) + 1 (quarter) *25 (cent/quarter) + 1 (nickel)*5 (cent/nickel))/100 (cent/dollar) = 10.30 (dollar)
nluds-1717,2,http://www.commoncoresheets.com,"If you have 2 quarters, 1 dime and 3 pennies,",how much money do you have?,UnitTrans,0.63 (dollars),(2 (quarter)*25 (cent/quarter) + 1 (dime)*10 (cent/dime) + 3 (penny)*1 (cent/penny))/100 (cent/dollar)= 0.63 (dollar)
nluds-1718,3,http://www.commoncoresheets.com,"A mailman has to give twenty-eight pieces of junk mail to each block. If there are four houses on a block,",how many pieces of junk mail should he give each house?,Common-Division,7 (pieces of junk mail),28/4=7
nluds-1719,3,http://www.commoncoresheets.com,"Billy bought five boxes of books at a yard sale. If each box had seven books,",how many books did he buy?,Multiplication,35 (books),5*7=35
nluds-1720,3,http://www.commoncoresheets.com,"At the fair the 'Twirly Tea Cups' ride can hold nine people per teacup. If the ride has seven tea cups,",how many total people can ride at a time?,Multiplication,63 (people),9*7=63
nluds-1721,3,http://www.commoncoresheets.com,"Mike played six games of basketball with his friends. If Mike scored four points each game,",how many points did he score total?,Multiplication,24 (points),6*4=24
nluds-1722,3,http://www.commoncoresheets.com,Emily was selling some of her old toys at a garage sale. She started out with seven toys and sold three of them.,How many does she have left?,Subtraction,4 (toys),7-3=4
nluds-1723,3,http://www.commoncoresheets.com,Adam had to wash fourteen loads of clothes. By noon he had only washed eight loads.,How many does he still need to wash?,Subtraction,6 (loads of clothes),14-8=6
nluds-1724,3,http://www.commoncoresheets.com,"A pet store had seven Siamese cats. If they sold four of them,",how many cats did they still have?,Subtraction,3 (cats),7-4=3
nluds-1725,3,http://www.commoncoresheets.com,At the state fair Paul bought eleven tickets. If he spent three tickets on the Ferris wheel.,How many tickets did he have left?,Subtraction,8 (tickets),11-3=8
nluds-1726,3,http://www.commoncoresheets.com,"Cody had nine old video games he wanted to get rid of. If he gave his friend four of the games,",how many does he still have?,Subtraction,5 (video games),9-4=5
nluds-1727,3,http://www.commoncoresheets.com,"Victor bought several boxes of books at a yard sale and ended up with twenty-four books total. If each box had three books,",how many boxes did he buy?,Common-Division,8 (boxes),24/3=8
nluds-1728,3,http://www.commoncoresheets.com,Sam had eleven friends over for his birthday party. Later three of his friends had to go home.,How many friends were left?,Subtraction,8 (friends),11-3=8
nluds-1729,3,http://www.commoncoresheets.com,"Paul was packing up his old toys. He managed to squeeze eight toys into a box. If Paul filled up four boxes,",how many toys did he pack total?,Multiplication,32 (toys),8*4=32
nluds-1730,3,http://www.commoncoresheets.com,Will was drawing super heroes on a sheet of scrap paper. He drew two heroes on the front and seven heroes on the back.,How many heroes did he draw total?,Addition,9 (heroes),2+7=9
nluds-1731,3,http://www.commoncoresheets.com,"Each table in a break room can seat eight people. If the break room has four tables,",how many people can sit in there?,Multiplication,32 (people),8*4=32
nluds-1732,3,http://www.commoncoresheets.com,Adam could fit nine action figures on each shelf in his room. His room has three shelves.,How many action figures total could his shelves hold?,Multiplication,27 (action figures),9*3=27
nluds-1733,3,http://www.commoncoresheets.com,Ned mowed his lawn six times in the spring and five times in the summer.,How many times did he mow total?,Addition,11 (times),6+5=11
nluds-1734,3,http://www.commoncoresheets.com,"Billy was making ice using ice trays. Each tray held nine ice cubes. If he had eight trays,",how many cubes could he make?,Multiplication,72 (cubes),9*8=72
nluds-1735,3,http://www.commoncoresheets.com,"Frank had forty-two pieces of candy. If he put them into bags with seven pieces in each bag,",how many bags would he have?,Common-Division,6 (bags),42/7=6
nluds-1736,3,http://www.commoncoresheets.com,For Gwen's birthday she received five dollars. If she spent three dollars.,How much money did she still have?,Subtraction,2 (dollars),5-3=2
nluds-1737,3,http://www.commoncoresheets.com,"Emily was helping her mom pick apples from the tree in their front yard. Together they picked fourteen totals. If six of the apples weren't ripe yet,",how many good apples did they pick?,Subtraction,8 (good apples),14-6=8
nluds-1738,3,http://www.commoncoresheets.com,Emily is making bead necklaces for her friends. She has twenty-eight beads and each necklace takes seven beads.,How many necklaces can Emily make?,Common-Division,4 (necklaces),28/7=4
nluds-1739,3,http://www.commoncoresheets.com,Oliver bought eight boxes of candy. Later he bought six more boxes.,How many boxes did he have totaled?,Addition,14 (boxes),8+6=14
nluds-1740,3,http://www.commoncoresheets.com,"An airline lets each passenger take eight pieces of luggage. If there were four people flying,",how many bags could they take?,Multiplication,32 (bags),8*4=32
nluds-1741,3,http://www.commoncoresheets.com,Tiffany was collecting cans for recycling. On Monday she had four bags of cans. The next day she found eight more bags worth.,How many bags did she have totaled?,Addition,12 (bags),4+8=12
nluds-1742,3,http://www.commoncoresheets.com,An architect built a house with ten bedrooms total. If the second floor had two bedrooms.,How many bedrooms does the first floor have?,Subtraction,8 (bedrooms),10-2=8
nluds-1743,3,http://www.commoncoresheets.com,"Lana's mom was buying extra school supplies for her and her siblings. If she bought three packs of glue sticks with seven glue sticks in each pack,",how many did she get total?,Multiplication,21 (glue sticks),3*7=21
nluds-1744,3,http://www.commoncoresheets.com,"Maria was placing her spare change into stacks. Each stack had three coins. If she had five stacks,",how many coins did she have?,Multiplication,15 (coins),3*5=15
nluds-1745,3,http://www.commoncoresheets.com,A chef used five potatoes to make fries for the lunch crowd. Later he used another two potatoes for the dinner crowd.,How many potatoes did he use total?,Addition,7 (potatoes),5+2=7
nluds-1746,3,http://www.commoncoresheets.com,Dave was making ice using ice trays. He originally had two ice cubes. But made seven more cubes.,How many ice cubes did he have totaled?,Addition,9 (ice cubes),2+7=9
nluds-1747,3,http://www.commoncoresheets.com,"On the last day of school only sixteen students showed up. If seven of them were checked out early,",how many students were left?,Subtraction,9 (students),16-7=9
nluds-1748,3,http://www.commoncoresheets.com,"Jerry was playing the ring toss at the carnival. All together he used forty-eight rings. If each game you get six rings,",how many games did he play?,Common-Division,8 (games),48/6=8
nluds-1749,3,http://www.commoncoresheets.com,"Tom read three chapters of a book. If each chapter was eight pages,",how many pages did he read?,Multiplication,24 (pages),3*8=24
nluds-1750,3,http://www.commoncoresheets.com,Luke was helping his mom wash clothes. They washed six loads with seven towels in each load.,How many towels did they wash total?,Multiplication,42 (towels),6*7=42
nluds-1751,3,http://www.commoncoresheets.com,"The roller coaster at the state fair costs five tickets per ride. If you had ten tickets,",how many times could you ride it?,Common-Division,2 (times),10/5=2
nluds-1752,3,http://www.commoncoresheets.com,"Vanessa bought twelve old CDs at a garage sale. If seven of the CDs were scratched up,",how many good CDs did she buy?,Subtraction,5 (good CDs),12-7=5
nluds-1753,3,http://www.commoncoresheets.com,"Will went to the state fair and rode the Ferris wheel thirteen times. If he rode it seven times during the day,",how many times did he ride it at night?,Subtraction,6 (times),13-7=6
nluds-1754,3,http://www.commoncoresheets.com,"Tiffany was buying sodas for her and her friends. They needed nine sodas, but Tiffany bought seven extra.",How many did she buy?,Addition,16 (sodas),9+7=16
nluds-1755,3,http://www.commoncoresheets.com,Olivia was collecting cans for recycling. She had four bags with five cans inside each bag.,How many cans did she have?,Multiplication,20 (cans),4*5=20
nluds-1756,3,http://www.commoncoresheets.com,"Jerry is helping to put away books. If he has twelve books to put away and each shelf can hold four books,",how many shelves will he need?,Common-Division,3 (shelves),12/4=3
nluds-1757,3,http://www.commoncoresheets.com,"Will had twenty-eight bottles of water. If he drank seven each day,",how many days would they last him?,Common-Division,4 (days),28/7=4
nluds-1758,3,http://www.commoncoresheets.com,"Larry's Lawn Care charges nine bucks to trim a hedge. If Henry has three hedges,",how much money would he spend?,Multiplication,27 (bucks),9*3=27
nluds-1759,3,http://www.commoncoresheets.com,Maria was buying DVDs of her old favorite TV series. She bought eight DVDs at the store and she bought two online.,How many DVDs did she buy total?,Addition,10 (DVDs),8+2=10
nluds-1760,3,http://www.commoncoresheets.com,"For a potluck lunch Bianca brought nine bottles of soda. If someone else had already brought eight sodas,",how many were there total?,Addition,17 (sodas),9+8=17
nluds-1761,3,http://www.commoncoresheets.com,"For Halloween Tom received twenty pieces of candy. If he put them into piles with five in each pile,",how many piles could he make?,Common-Division,4 (piles),20/5=4
nluds-1762,3,http://www.commoncoresheets.com,Tiffany was sending out birthday invitations to her friends. She sent out nine on Monday and eight on Tuesday.,How many did she send total?,Addition,17 (birthday invitations),9+8=17
nluds-1763,3,http://www.commoncoresheets.com,A delivery driver had to make three more stops on his route. At each stop he had to drop off nine boxes.,How many boxes does he have?,Multiplication,27 (boxes),3*9=27
nluds-1764,3,http://www.commoncoresheets.com,"Faye was placing her pencils into rows with eight pencils in each row. If she had thirty-two pencils,",how many rows could she make?,Common-Division,4 (rows),32/8=4
nluds-1765,3,http://www.commoncoresheets.com,John was drawing super heroes one sheet of scrap paper. He drew fifteen pictures total. If he drew nine on the back.,How many heroes did he draw on the front?,Subtraction,6 (heroes),15-9=6
nluds-1766,3,http://www.commoncoresheets.com,"Paige sent out fifteen birthday party invitations. If nine people showed up,",how many people didn't come?,Subtraction,6 (people),15-9=6
nluds-1767,3,http://www.commoncoresheets.com,Paul was reading through his favorite book series. Each week he read four different books.,How many books would he have read through after five weeks?,Multiplication,20 (books),4*5=20
nluds-1768,3,http://www.commoncoresheets.com,"A chef had five potatoes to make fries with, but he only used three of them.",How many potatoes does he still have?,Subtraction,2 (potatoes),5-3=2
nluds-1769,4,http://www.commoncoresheets.com,At the school Halloween party 2 girls and 9 boys dressed as ghosts.,How many people total dressed as a ghost?,Addition,11 (people),2+9=11
nluds-1770,4,http://www.commoncoresheets.com,"Amy bought 7 pencils at the school store, but she already had 3 pencils.",How many pencils does she have totaled?,Addition,10 (pencils),7+3=10
nluds-1771,4,http://www.commoncoresheets.com,Vanessa had to complete 3 pages of homework. Each page had 4 problems on it.,How many problems did she have to complete total?,Multiplication,12 (problems),3*4=12
nluds-1772,4,http://www.commoncoresheets.com,"Mike has 64 action figures he wants to display. If each shelf in his room can hold 8 figures,",how many shelves does he need?,Common-Division,8 (shelves),64/8=8
nluds-1773,4,http://www.commoncoresheets.com,"A group of 8 friends were dressing as pirates for Halloween. If each costume cost 5 dollars,",how much did they spend?,Multiplication,40 (dollars),8*5=40
nluds-1774,4,http://www.commoncoresheets.com,An industrial machine made 12 shirts. It can make 2 shirts a minute.,How many minutes was the machine working?,Common-Division,6 (minutes),12/2=6
nluds-1775,4,http://www.commoncoresheets.com,"Olivia's dad took her and some friends out to eat for her birthday. If each meal costs 7 dollars and her dad paid for 3 meals,",how much did he spend?,Multiplication,21 (dollars),7*3=21
nluds-1776,4,http://www.commoncoresheets.com,"While playing basketball Team A scored 18 points. If each person scored 2 points,",how many people were playing?,Common-Division,9 (people),18/2=9
nluds-1777,4,http://www.commoncoresheets.com,"Katie had 9 math problems for homework. If she finished 5 of them on the bus ride home,",how many more did she have to do?,Subtraction,4 (math problems),9-5=4
nluds-1778,4,http://www.commoncoresheets.com,"Frank bought his family 14 pieces of chicken for dinner. If they only ate 7,",how many pieces does he have left?,Subtraction,7 (pieces),14-7=7
nluds-1779,4,http://www.commoncoresheets.com,"There are 13 different books in the 'Crazy Silly School' series. If you read 9 of the books,",how many more do you still have to read?,Subtraction,4 (books),13-9=4
nluds-1780,4,http://www.commoncoresheets.com,"Kale was drawing on scrap paper. He could fit 5 drawings on each page. If he has 6 pages,",how many drawings can he make?,Multiplication,30 (drawings),5*6=30
nluds-1781,4,http://www.commoncoresheets.com,"Rachel bought 8 music albums online. If each album had 2 songs,",how many songs did she buy total?,Multiplication,16 (songs),8*2=16
nluds-1782,4,http://www.commoncoresheets.com,"Olivia had 11 quarters. If she spent 4 of them buying a soda,",how many coins did she have left?,Subtraction,7 (coins),11-4=7
nluds-1783,4,http://www.commoncoresheets.com,"Jerry's freezer had 30 ice cubes in it. If he had to get ice for 6 cups,",how many pieces should he put in each cup to make them have the same amount?,Common-Division,5 (pieces),30/6=5
nluds-1784,4,http://www.commoncoresheets.com,"For a potluck lunch Debby brought 10 bottles of soda. If everyone only drank 8 of the sodas,",how many did she have to take back home?,Subtraction,2 (sodas),10-8=2
nluds-1785,4,http://www.commoncoresheets.com,Emily owned 6 songs by her favorite artists. Later on she bought 7 more songs.,How many songs did she have totaled?,Addition,13 (songs),6+7=13
nluds-1786,4,http://www.commoncoresheets.com,For Bianca's birthday 5 of her friends gave her 6 dollars.,How much money did she get for her birthday?,Multiplication,30 (dollars),5*6=30
nluds-1787,4,http://www.commoncoresheets.com,"Cody made 12 dollars mowing lawns over the summer. If he charged 4 bucks for each lawn,",how many lawns did he mow?,Common-Division,3 (lawns),12/4=3
nluds-1788,4,http://www.commoncoresheets.com,For Paige's birthday she received 2 dollars from her friends and 3 dollars from her relatives.,How much money did she get for her birthday?,Addition,5 (dollars),2+3=5
nluds-1789,4,http://www.commoncoresheets.com,Jerry had to sell boxes of candy. He started out with 10 boxes and then sold 5.,How many boxes did he have left?,Subtraction,5 (boxes),10-5=5
nluds-1790,4,http://www.commoncoresheets.com,Janet's dad took the family out to eat for her birthday. There were 10 people total. There were 8 kids and everyone else was an adult.,How many adults were there?,Subtraction,2 (adults),10-8=2
nluds-1791,4,http://www.commoncoresheets.com,"Lana had 72 extra nickels. If she put them into stacks with 8 in each stack,",how many stacks could she make?,Common-Division,9 (stacks),72/8=9
nluds-1792,4,http://www.commoncoresheets.com,"Haley bought 11 new shirts for school. If she returned 6 of them,",how many did she end up with?,Subtraction,5 (new shirts),11-6=5
nluds-1793,4,http://www.commoncoresheets.com,Cody was helping his mom wash clothes. They washed 4 short sleeve shirts and 5 long sleeve shirts.,How many shirts did they wash total?,Addition,9 (shirts),4+5=9
nluds-1794,4,http://www.commoncoresheets.com,Amy's dad was taking everyone out to eat for her birthday. They spent 5 dollars on the adults and 5 dollars on the kids.,How much did it cost for everyone?,Addition,10 (dollars),5+5=10
